experiment_num,timestamp,function,dimension,method,success,iterations,runtime,f_initial,f_final,initial_distance_to_minimum,final_distance_to_minimum,initial_grad_norm,final_grad_norm,relative_improvement_f,relative_improvement_dist,relative_improvement_grad,success_f_15,success_f_30,success_f_45,success_f_60,success_f_75,success_f_90,success_dist_15,success_dist_30,success_dist_45,success_dist_60,success_dist_75,success_dist_90,x_initial,x_final
13,20250116_042537,ackley,2,NewtonRaphson,False,5,0.0013341903686523438,9.052649007619014,9.316780845982464,2.935133228266239,3.122387445204594,2.130678266636318,6.822218357107183e-08,-0.029177298063931156,-0.06379751867310117,0.9999999679810019,False,False,False,False,False,False,False,False,False,False,False,False,"[1.6400384901140523, -2.434189971760013]","[1.5918387188109846, -2.6861408844782275]"
14,20250116_042537,ackley,2,NewtonRaphson,False,4,0.0011022090911865234,7.545335350563997,8.120940079135135,2.5545633665757363,2.764576504183309,5.091662769422108,1.180581981483316e-06,-0.07628616911349244,-0.08221097208055735,0.9999997681342943,False,False,False,False,False,False,False,False,False,False,False,False,"[2.34711580849378, 1.0083855291352357]","[2.5895493406588797, 0.9680482734737809]"
15,20250116_042537,ackley,2,NewtonRaphson,False,5,0.0012476444244384766,7.506446861447534,10.406148222039072,2.2654775061527697,3.7479577760815617,4.112743602811619,6.089555744079238e-08,-0.3862947962083305,-0.6543787196750135,0.9999999851934468,False,False,False,False,False,False,False,False,False,False,False,False,"[2.2068357462775547, 0.5121174863600745]","[3.7114582157755343, 0.5217905746969134]"
1,20250116_042537,ackley,8,GradientDescent,True,1205,0.09247469902038574,4.598908254267247,2.245385082440191,2.061753482886579,1.633815767140697,2.3628197090556493,9.912562209953597e-05,0.5117569304939412,0.20756007898031706,0.9999580477419756,True,True,True,False,False,False,True,False,False,False,False,False,"[0.4113729431222925, -0.11450890246779624, 0.5364081907668768, 1.2613557932574624, -0.19392312926460434, -0.1939095322530578, 1.3078858731795115, 0.6355806076231377]","[4.3613039785723756e-07, -5.783053559235676e-08, 4.278438687927717e-06, 0.9432847026548467, -1.0616737434107696e-07, -1.0615798747664115e-07, 0.9432847793074073, 0.9432824369208599]"
2,20250116_042537,ackley,8,GradientDescent,False,1570,0.12298297882080078,5.192704838819395,3.3598154227211237,2.4184815819554415,2.5539076945895958,1.2095600413290557,9.959783720997947e-05,0.352973926497042,-0.055996338216748674,0.9999176577980365,True,True,False,False,False,False,False,False,False,False,False,False,"[-0.39717454650168105, -0.3590840621897334, -0.3906803250477831, -0.6318402441317152, -1.7863264401823573, 0.6498138344447586, 0.5582430905502885, -1.0419479109767542]","[-5.7936855161795576e-08, -4.413866265867486e-08, -5.5148064375711296e-08, -0.9657622515178167, -1.9298584688707974, 0.9657623140649281, 2.8235773592531143e-06, -0.9657625116346235]"
3,20250116_042537,ackley,8,GradientDescent,True,880,0.06743311882019043,5.846255471651073,4.604551045641113,3.8226345557029062,3.6578584356244908,2.9549986544209665,9.967128996821962e-05,0.21239311761709304,0.04310538129588912,0.9999662702756839,True,False,False,False,False,False,False,False,False,False,False,False,"[-1.2793278890250246, -1.989814545230416, 2.0649731611138735, -0.31809940471845133, 0.09514143719533275, -2.0073477549749357, -0.7669884759264016, 0.15628039648316244]","[-0.9777948804398459, -1.9551446088088256, 1.9551457051732526, -4.823128461446378e-06, 9.678640389489912e-07, -1.9551448695048892, -0.9777877460190108, 1.677688149648731e-06]"
4,20250116_042537,ackley,8,GradientDescent,True,1292,0.10613536834716797,7.686413748578476,5.7135092771624585,4.727961206233659,4.7184305642863515,0.8519995999965021,9.898221501072886e-05,0.2566742483490283,0.0020158037537917482,0.9998838236367587,True,False,False,False,False,False,False,False,False,False,False,False,"[-1.6115690972197023, 2.5436983649579603, 0.7813717522870971, -1.7063587958375706, -2.7426761991542032, -0.4342828987787106, -1.4327470300924616, -0.014841274382877943]","[-1.9678142585656975, 1.967820577899003, 0.9839899978907644, -1.967817261061753, -2.951304185671841, -1.2625157528114336e-06, -0.9839912203505758, -1.456143720685233e-08]"
5,20250116_042537,ackley,8,GradientDescent,True,1169,0.08764433860778809,4.518681466470259,2.869361911018878,2.265477506154978,2.1424068932571445,1.7885373719336355,9.883714231354024e-05,0.36500018151085495,0.0543243588000624,0.9999447385646705,True,True,False,False,False,False,False,False,False,False,False,False,"[0.6418656812385596, -0.9526745950817019, 0.1629848677209296, -1.529211330054579, -1.0364382911419585, 0.1536189324270575, 0.5762558949257716, 0.13372572965946738]","[0.9581130240505634, -0.9581141886919875, 1.1671488052014554e-07, -0.9581158625070156, -0.9581142857889797, 1.0890168778009353e-07, 0.95811008773887, 9.300447455763299e-08]"
6,20250116_042538,ackley,8,GradientDescent,True,1208,0.12791681289672852,7.132357256047651,4.884110721669352,4.406590942260589,3.918019102247149,2.0244666944378618,9.90159588737224e-05,0.31521788010155716,0.11087297332908368,0.9999510903493024,True,True,False,False,False,False,False,False,False,False,False,False,"[-1.5435874053565177, -2.4219487719940993, 1.1835215201448102, -0.8231897302977821, -2.059999547961257, -1.347031345909628, -1.7293941597133407, 0.20563447047164443]","[-0.9796377368927094, -1.9589250725335707, 0.9796305566333409, -0.9796302836033952, -1.9589244867082543, -0.9796307603763239, -1.9589239543395507, 1.4214803303177276e-07]"
7,20250116_042538,ackley,8,GradientDescent,True,1061,0.07897043228149414,5.7225247051868,3.1268472972417354,2.992694074556556,2.357531105218107,2.0609143844443207,9.885821181823364e-05,0.4535895503591948,0.2122378544263882,0.9999520318686868,True,True,True,False,False,False,True,False,False,False,False,False,"[-0.9420957469177099, 0.8512910349300664, 1.4348776739101579, 1.296094733236381, -1.1679680362132008, -0.4303415519839552, 0.46103076823268824, 1.3576998749824516]","[-0.9624568327607506, 0.9624563615000207, 0.9624599715461066, 0.962458424583979, -0.9624577528641466, -3.304624331834672e-06, 4.8996011451100955e-06, 0.9624589172462165]"
8,20250116_042538,ackley,8,GradientDescent,False,1072,0.08008527755737305,6.838529341813901,5.141989608933983,4.139734361666981,4.162127668023826,1.858058043102746,9.971782807865822e-05,0.24808546517545768,-0.005409358282551366,0.9999463322319511,True,False,False,False,False,False,False,False,False,False,False,False,"[-0.35622040160368573, -0.8225125879697684, 2.3644517776714364, -1.800237293231184, 1.67314246501529, 0.5943844853173037, -2.080075187116377, -0.15192999613099187]","[-1.5886111278125764e-06, -0.981141203838437, 1.9620188972757706, -1.9620161213900016, 1.9620141074586739, 0.9811377996966028, -1.962017458978227, -4.1272485274713857e-07]"
9,20250116_042538,ackley,8,GradientDescent,True,937,0.07178521156311035,5.3184337274473386,3.3598154226849073,2.94306794322815,2.553919604389997,3.012898088895423,9.906042142224033e-05,0.3682697585671523,0.1322254009573796,0.9999671212173464,True,True,False,False,False,False,False,False,False,False,False,False,"[0.29986334266184, 1.2761660045860386, -0.029726193894169434, 1.2982428938143413, -2.1736997126160444, 0.6819630027248746, 0.07222618220299196, -0.24809749267708742]","[2.3543984816574333e-06, 0.9657671251885981, -1.6394259172341704e-07, 0.9657674064163012, -1.9298702189254333, 0.9657605605907122, 4.0390498162183984e-07, -1.7091668120256411e-06]"
10,20250116_042538,ackley,8,GradientDescent,False,1184,0.08825016021728516,4.753297878643135,3.57418647960585,2.483663861760873,2.738284735878193,1.3763687142378327,9.890191757981533e-05,0.2480617518912725,-0.10251825057228105,0.9999281428613156,True,False,False,False,False,False,False,False,False,False,False,False,"[1.030650755170382, 0.021673493494547967, -0.6096036692300458, -1.7053934606246317, -0.9002993261853588, 0.8483442534718583, -0.242010477513265, -0.4869250962198074]","[0.9684528300987851, 1.394279319825856e-08, -0.9684514473693258, -1.9356143861593267, -0.968452703575003, 0.9684526388695698, -1.9125439620636519e-07, -1.807833177421839e-06]"
11,20250116_042538,ackley,8,GradientDescent,True,1187,0.09068679809570312,5.369273014114658,2.869361910984488,2.6838054876242854,2.1424118163216272,1.5879510683541975,9.870059275794616e-05,0.4655958258331145,0.20172612128530293,0.9999378440590992,True,True,True,False,False,False,True,False,False,False,False,False,"[1.4094976539033968, 0.5061971223604629, -0.815702465508219, 0.7903075913942197, 0.1494759247403084, 1.4914787886319218, -1.0809918063329245, -0.5045203828693947]","[0.9581164442616857, 4.833980899013711e-06, -0.958114727920407, 0.9581146110023464, 2.0380409727825056e-07, 0.9581172430593379, -0.9581154308241763, -4.612170443133278e-06]"
12,20250116_042538,ackley,8,GradientDescent,True,1198,0.09940719604492188,5.806845552128756,2.868510329107196,2.9696087960612942,2.139319668186143,1.8633169603515893,9.967685533115512e-05,0.5060122912937444,0.27959545680777736,0.9999465056898788,True,True,True,False,False,False,True,False,False,False,False,False,"[1.2370240779809587, -0.28353847125631465, -2.5786527498225738, 0.3355599704732991, -0.3841175000066394, -0.2808038098624224, 0.4398825098554035, -0.16127496267166933]","[0.9580046273233337, -2.0447666885369902e-07, -1.9128292596869054, 2.834058073873181e-07, -4.015049447629839e-07, -2.011206282495031e-07, 6.798482363953971e-07, -9.410782151237134e-08]"
13,20250116_042538,ackley,8,GradientDescent,True,973,0.07316708564758301,3.716419269544716,2.2453850824677706,2.1544362537493797,1.633830504572653,3.083832355283099,9.948808796830993e-05,0.3958202991604755,0.2416436078211704,0.9999677388144015,True,True,False,False,False,False,True,False,False,False,False,False,"[1.1095453866151392, 0.10269507725013356, 0.15150354356056323, -0.04379267300093684, -1.1287136376847233, -0.015596738458858518, 0.03543031020009095, 1.4489976413619272]","[0.9432916025083301, 1.837874176509204e-07, 2.8280876808614665e-07, -7.621047536065314e-08, -0.9432916685731795, -2.6998530374641827e-08, 6.152810631824589e-08, 0.9432941737918769]"
14,20250116_042539,ackley,8,GradientDescent,True,979,0.07446050643920898,6.471329517876413,5.1418851451633145,4.284858845983606,4.161710109339825,2.0532272405179057,9.877388000616241e-05,0.20543604973918245,0.028740441883917174,0.9999518933520571,True,False,False,False,False,False,False,False,False,False,False,False,"[1.2169666991542056, -0.6598148192721784, -1.4639371345888788, -1.0736680198340611, 0.8656143350312776, -0.018799203874879038, 1.954509029182933, -2.9288273599418972]","[0.981138686284043, -0.9811345985574988, -0.9811441476215862, -0.9811379307813232, 0.9811369313605869, -7.790147225806739e-08, 1.9620084669195745, -2.942310390152238]"
15,20250116_042539,ackley,8,GradientDescent,True,1412,0.12145304679870605,4.8344415712988145,2.579927557428267,2.122325424663675,1.9043260845579169,1.529464704769236,9.920535566061861e-05,0.46634424692505955,0.10271720706559619,0.9999351372049639,True,True,True,False,False,False,False,False,False,False,False,False,"[0.48810360640020123, -0.5611344749850627, 0.8655895185587673, -0.8650074904593347, 0.3621181988871873, 1.3516132876985782, -0.6112071129035964, -0.34943211225363696]","[3.671438666824517e-07, -3.594343163273598e-06, 0.95216340846279, -0.9521634079311673, 1.1524919901222415e-07, 0.9521636884849897, -0.9521616642286619, -1.0614107674997688e-07]"
1,20250116_042539,ackley,8,NewtonRaphson,False,8,0.003273487091064453,4.598908254267247,9.578803596917794,2.061753482886579,7.460527454734937,2.3628197090556493,8.321607201305008e-05,-1.0828429416981278,-2.6185351530434904,0.9999647810318771,False,False,False,False,False,False,False,False,False,False,False,False,"[0.4113729431222925, -0.11450890246779624, 0.5364081907668768, 1.2613557932574624, -0.19392312926460434, -0.1939095322530578, 1.3078858731795115, 0.6355806076231377]","[-4.581037049114912, -1.525956664591524, -8.494259067304342e-08, 5.601617002792113, -1.8871426315353844e-07, -2.0519567103916112e-07, -1.331130007911586e-07, 0.9833171763521706]"
2,20250116_042539,ackley,8,NewtonRaphson,False,65,0.021540403366088867,5.192704838819395,21.710381484032087,2.4184815819554415,63.203776200706436,1.2095600413290557,4.41236613961736e-08,-3.1809388667213603,-25.133660339725886,0.9999999635209003,False,False,False,False,False,False,False,False,False,False,False,False,"[-0.39717454650168105, -0.3590840621897334, -0.3906803250477831, -0.6318402441317152, -1.7863264401823573, 0.6498138344447586, 0.5582430905502885, -1.0419479109767542]","[0.500033354316231, 2.1729211738546015e-14, 0.5000333543162311, -0.5000333543160992, 0.5000333543161716, 4.999666500423291, 0.5000333543161716, -62.99579743233978]"
3,20250116_042539,ackley,8,NewtonRaphson,False,9,0.003406524658203125,5.846255471651073,7.800796398203525,3.8226345557029062,5.8207474228502925,2.9549986544209665,1.4145076222377286e-05,-0.33432355736593555,-0.522705698918157,0.9999952131699955,False,False,False,False,False,False,False,False,False,False,False,False,"[-1.2793278890250246, -1.989814545230416, 2.0649731611138735, -0.31809940471845133, 0.09514143719533275, -2.0073477549749357, -0.7669884759264016, 0.15628039648316244]","[-4.59566989970909, -1.9612040049451944, 1.9612040035821152, 0.9807445302613991, -5.237628151267469e-10, -1.9612040039159262, -0.5099955511894707, -9.860439386674631e-12]"
4,20250116_042539,ackley,8,NewtonRaphson,False,22,0.008263826370239258,7.686413748578476,10.82928658106121,4.727961206233659,8.655142555400145,0.8519995999965021,3.343622882814721e-08,-0.4088867624467882,-0.830628928170694,0.9999999607555816,False,False,False,False,False,False,False,False,False,False,False,False,"[-1.6115690972197023, 2.5436983649579603, 0.7813717522870971, -1.7063587958375706, -2.7426761991542032, -0.4342828987787106, -1.4327470300924616, -0.014841274382877943]","[-1.9659241501705684, 5.603537047235574, -0.5087555828179904, -1.965924150169188, -5.603537046883328, -0.5087555828179555, -1.9659241501705578, -8.79226577934326e-14]"
5,20250116_042539,ackley,8,NewtonRaphson,True,12,0.0043430328369140625,4.518681466470259,4.318590771676998,2.265477506154978,1.8067189186338009,1.7885373719336355,3.2677842344084114e-06,0.04428077001620569,0.2024997318555562,0.9999981729292965,False,False,False,False,False,False,True,False,False,False,False,False,"[0.6418656812385596, -0.9526745950817019, 0.1629848677209296, -1.529211330054579, -1.0364382911419585, 0.1536189324270575, 0.5762558949257716, 0.13372572965946738]","[0.619043192926409, -0.8210239811102666, -0.6190431855427466, -0.6190432165529383, -0.8210240419756758, -0.6190431925003083, 0.6190431951588249, -7.517376640207732e-13]"
6,20250116_042539,ackley,8,NewtonRaphson,True,8,0.002973794937133789,7.132357256047651,6.489020777934581,4.406590942260589,4.152518899105046,2.0244666944378618,4.559195653973676e-05,0.09019969906408912,0.057657278945252764,0.9999774795225502,False,False,False,False,False,False,False,False,False,False,False,False,"[-1.5435874053565177, -2.4219487719940993, 1.1835215201448102, -0.8231897302977821, -2.059999547961257, -1.347031345909628, -1.7293941597133407, 0.20563447047164443]","[-1.5625957214839472, -2.6105890296928886, -1.0093416464882301e-07, -0.9620876723371733, -1.5625878083577216, -1.9218810181780457, -0.9620876989897252, -5.426767418835292e-08]"
7,20250116_042539,ackley,8,NewtonRaphson,False,8,0.0029675960540771484,5.7225247051868,6.4744304040734235,2.992694074556556,3.8103638929736667,2.0609143844443207,2.0446247372743948e-07,-0.13139405028782303,-0.27322198595867825,0.9999999007904088,False,False,False,False,False,False,False,False,False,False,False,False,"[-0.9420957469177099, 0.8512910349300664, 1.4348776739101579, 1.296094733236381, -1.1679680362132008, -0.4303415519839552, 0.46103076823268824, 1.3576998749824516]","[-0.9428026975570196, 1.8765859680872992, 1.6019338048325147, 1.8765859619626897, -0.9428026976079288, -0.5317826517364302, 0.5317826517392986, 1.6019337948362253]"
8,20250116_042539,ackley,8,NewtonRaphson,False,8,0.0030143260955810547,6.838529341813901,6.877951291992936,4.139734361666981,4.422825536369853,1.858058043102746,2.8281047831802706e-07,-0.005764682464399338,-0.06838389857190685,0.9999998477924414,False,False,False,False,False,False,False,False,False,False,False,False,"[-0.35622040160368573, -0.8225125879697684, 2.3644517776714364, -1.800237293231184, 1.67314246501529, 0.5943844853173037, -2.080075187116377, -0.15192999613099187]","[-0.5204138488373239, -0.9620076980276908, 2.8750981098283797, -1.921705433236986, 1.5627453725470728, 0.5204138487521878, -1.921705428357177, 2.6467546431306943e-11]"
9,20250116_042539,ackley,8,NewtonRaphson,False,5,0.002183675765991211,5.3184337274473386,6.511707101191288,2.94306794322815,3.896723975576077,3.012898088895423,2.3914470269418935e-05,-0.22436556228682733,-0.3240346640797883,0.9999920626355211,False,False,False,False,False,False,False,False,False,False,False,False,"[0.29986334266184, 1.2761660045860386, -0.029726193894169434, 1.2982428938143413, -2.1736997126160444, 0.6819630027248746, 0.07222618220299196, -0.24809749267708742]","[0.5290239167370259, 2.6862596791950013, 1.2832333658375399e-08, 1.8879706949350878, -1.8879722095323683, 0.5290194868432189, -2.1354862196097733e-08, 0.5290239568495334]"
10,20250116_042539,ackley,8,NewtonRaphson,False,7,0.0025801658630371094,4.753297878643135,8.057695107811774,2.483663861760873,5.746567152045518,1.3763687142378327,6.177859602293014e-07,-0.6951799179292977,-1.3137459301643604,0.99999955114792,False,False,False,False,False,False,False,False,False,False,False,False,"[1.030650755170382, 0.021673493494547967, -0.6096036692300458, -1.7053934606246317, -0.9002993261853588, 0.8483442534718583, -0.242010477513265, -0.4869250962198074]","[2.565476254667491, 9.330874648297034e-09, 0.9757003063612399, -1.5184889784956875e-10, -0.5127335893719321, 1.9508247895300523, 4.628256846671021, -4.6409363134935176e-08]"
